address,currency,price,expenses,size,bedrooms,bathrooms,listing_url,website,url,description,timestamp,price_total_usd
"Presidente José Evaristo Uriburu 1000
                , CABA, Argentina",$,1100000.0,406050.0,110.0,3,,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17783029,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-3,"Amplio departamento de 4 ambientes en semipiso, luminoso, con pisos de roble, en buen estado de conservación.
Ubicado en pleno corazón de barrio norte, a solo media cuadra de la avenida santa fe. Próximo a comercios, estacionamientos privados y universidades.

Palier semi privado con entrada principal y de servicio, amplio hall de recepción (4.60 x 4.40 m) con baño toilette, cocina con comedor de",2025-08-03 15:00:36.677915,1255.0416666666665
"Thames 2400
                , CABA, Argentina",$,1600000.0,197000.0,93.0,3,,https://www.argenprop.com/departamento-en-alquiler-en-palermo-5-ambientes--17304184,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-4,"Alquiler - excelente departamento 5 ambientes ubicado en palermo - cuenta con: 3 dormitorios amplios con placard y sobreplacard - living - comedor - palier privado - dependencia o escritorio - baño con sanitarios completos, espejo y lavamanos - toilette - lavadero - cochera fija con rampa - baulera en el ultimo piso.
Edificio de 14 pisos con 2 departamentos por piso - salón común - personal de",2025-08-03 15:00:43.011561,1497.5
"Avenida Santa Fe e/ Bonpland y Ángel Justiniano Carranza
                , CABA, Argentina",USD,1200.0,120000.0,106.0,3,2.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-4-ambientes--15522730,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-5,"_ Departamento de tres dormitorios en alquiler ubicado sobre avenida santa fe entre bonpland y ángel justiniano carranza (palermo hollywood, buenos aires). Desarrollado en piso bajo por ascensor, con disposición frente y orientación al oeste.
_ El mismo posee cocina comedor independiente equipada con muebles sobre y bajo mesada, living comedor, toilette, tres dormitorios con placard empotrado y",2025-08-03 15:01:35.430913,1300.0
"Blanco Encalada 1700, CABA, Argentina",$,1150000.0,411255.0,100.0,3,,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--16753998,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-5,"Amplio panoramico, vista a la ciudad, 4 ambientes amplios 108 m2, el tercer dormitorio hoy esta abierto a cocina como comedor diario, se entrega cerrado como dormitorio el cual conserva gran placard y tiene aire split.Cochera fija cubierta en subsuelo, todos los dormitorios con amplios placards, dos de ellos con aire, pisos de parquet plastificados, recien pintado, cocina y comedor diario ,",2025-08-03 15:01:35.445081,1301.0458333333333
"Avenida Raúl Scalabrini Ortiz 1100, CABA, Argentina",$,1350000.0,178000.0,104.0,4,,https://www.argenprop.com/ph-en-alquiler-en-palermo-5-ambientes--17878131,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-5,"Unidad al frente en edificio ph , 1er x escalera.
Excelente estado gral.
Recién pintado de color blanco.
4 dormitorios.
1 baño completo + 2do baño tipo toilette.
Balcon corrido.
Todo luz y sol.
Horno cocina a estrenar.
Patio propio , conexión para lavarropas.
2 unidades x piso.
Para agendar entrevista comunicarse telef con inmobiliaria ariel :",2025-08-03 15:01:35.446196,1273.3333333333333
"Angel Carranza 2300, CABA, Argentina",$,1100000.0,236000.0,100.0,3,,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--17768588,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-5,"Carranza 2347
amplios ambientes
cocina amplia
lavadero independiente
baño completo y toilette
mucho espacio de guardado
placard en todos los dormitorios
excelente estado
mucha luz y sol directo

schwartz estudio inmobiliario
j. Alvarez 2410 caba - 1425
48 21 - 22 00 w w w . S c h w a r t z . C o m . A r
ii5060.6378whatsapp

art. 4° - hacer constar en todo ofrecimiento publicitario de locación de",2025-08-03 15:01:35.449109,1113.3333333333333
"San Benito De Palermo 1600, CABA, Argentina",$,1000000.0,260000.0,95.0,3,2.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--17739487,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-7,"[Mel-12275]

luminoso 4 ambientes con dependencia y dos baños en excelente ubicación
amplio departamento de 4 ambientes ubicado en un contrafrente abierto y muy luminoso. La unidad cuenta con un cómodo living comedor con salida a balcón, tres dormitorios bien ventilados con placard empotrado, y un cuarto ambiente ideal para escritorio o dependencia.
La cocina es independiente, equipada con muebles",2025-08-03 15:01:53.576043,1050.0
"Scalabrini Ortiz 3000, CABA, Argentina",$,1200000.0,450000.0,120.0,3,,https://www.argenprop.com/departamento-en-alquiler-en-botanico-4-ambientes--17210531,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-7,"Scalabrini ortiz 3066 piso 2 b ,contrafrente, amplio living  comedor. 3 dormitorios, cocina comedor  baño principal  2 toilette, lavadero,, balcón. Se requiere garante propietario o seguro de caución ,ingresos acordes comprobables,  
 un mes anticipado por alquiler, más 2 meses en depósito por garantía. 
Precio del alquiler mensual $ 1.200.000 expensas $ 450.000 
no tiene cochera 
no se aceptan",2025-08-03 15:01:53.577260,1375.0
"Billinghurst  al 1600
                , CABA, Argentina",$,1450000.0,225000.0,95.0,4,2.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--17825955,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-7,"Excelente departamento de 5 ambientes en alquiler en el barrio de recoleta
- ubicado en planta baja.
- Apto profesional.
- Para consultorio u oficinas.
- Patio.
- Cocina independiente.
- Recepción y 4 habitaciones.
- Excelente ubicación: a 1 cuadra de av. Santa fe, a 1 cuadra de av. Conorel diaz. A 3 cuadras de la estación de subte b (bulnes) y 4 cuadras de la estación de subte b (aguero). A 3",2025-08-03 15:01:53.579481,1395.8333333333333
"Talcahuano al 1200
                , CABA, Argentina",$,1300000.0,250000.0,116.0,3,,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--17152117,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-8,"4 ambientes  unicos en lo mejor de recoleta    

frente balcon corrido de categoría  living de grandes dimensiones. 3 dormitorios (2 muy amplios y el 3o más pequeño).

Cocina y comedor diario lavadero cubierto. Baño cpto y toilette. Recien pintado. Dep/serv c/entrada popia - persianas con motor.
A-acond split. Ambientes muy",2025-08-03 15:02:00.211567,1291.6666666666665
"Av Santa fe al 2100
                , CABA, Argentina",$,1100000.0,548992.0,146.0,4,4.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--17777766,argenprop,https://www.argenprop.com/inmuebles/alquiler/belgrano-o-br-norte-o-palermo/3-dormitorios-o-4-dormitorios-o-5-o-mas-dormitorios?pagina-11,"Apto credito  financiacion 
oportunidad  alquiler con opcion a compra.
Piso alto! 
Imperdible venta de 4 o 5 ambientes con dependencia
piso completo con 2 ascensores.
Living comedor apaisado todo al frente del edificio con salida a balcón corrido y vista hacia av. Santa fe
los dormitorios al contra frente con salida a balcón, muy luminosos.
Doble circulación
pisos de madera
cocina amplia con mucha",2025-08-03 15:02:59.872438,1374.1599999999999
